Lexer output for: Nexus\nexus.wfl
==============================================

   0: KeywordOpen at line 10, column 1 (length: 4)
 515: KeywordCheck at line 174, column 1 (length: 5)
 516: KeywordIf at line 174, column 7 (length: 2)
 517: Identifier("sum_while") at line 174, column 10 (length: 9)
 518: KeywordIs at line 174, column 20 (length: 2)
 519: KeywordEqual at line 174, column 23 (length: 5)
 520: KeywordTo at line 174, column 29 (length: 2)
 521: IntLiteral(15) at line 174, column 32 (length: 2)
 522: Colon at line 174, column 34 (length: 1)
 523: Identifier("log_message") at line 175, column 5 (length: 11)
 524: KeywordWith at line 175, column 17 (length: 4)
 525: StringLiteral("While loop test (1 to 5 sum): PASS") at line 175, column 22 (length: 36)
 526: KeywordOtherwise at line 176, column 1 (length: 9)
 527: Colon at line 176, column 10 (length: 1)
 528: Identifier("log_message") at line 177, column 5 (length: 11)
 529: KeywordWith at line 177, column 17 (length: 4)
 530: StringLiteral("While loop test (expected 15, got ") at line 177, column 22 (length: 36)
 531: KeywordWith at line 177, column 59 (length: 4)
 532: Identifier("sum_while") at line 177, column 64 (length: 9)
 533: KeywordWith at line 177, column 74 (length: 4)
 534: StringLiteral("): FAIL") at line 177, column 79 (length: 9)
 535: KeywordEnd at line 178, column 1 (length: 3)
 536: KeywordCheck at line 178, column 5 (length: 5)
 537: KeywordStore at line 181, column 1 (length: 5)
 538: Identifier("count2") at line 181, column 7 (length: 6)
 539: KeywordAs at line 181, column 14 (length: 2)
 540: IntLiteral(0) at line 181, column 17 (length: 1)
 541: KeywordStore at line 182, column 1 (length: 5)
 542: Identifier("total_odds") at line 182, column 7 (length: 10)
 543: KeywordAs at line 182, column 18 (length: 2)
 544: IntLiteral(0) at line 182, column 21 (length: 1)
 545: KeywordRepeat at line 183, column 1 (length: 6)
 546: KeywordWhile at line 183, column 8 (length: 5)
 547: Identifier("count2") at line 183, column 14 (length: 6)
 548: KeywordIs at line 183, column 21 (length: 2)
 549: KeywordLess at line 183, column 24 (length: 4)
 550: Identifier("than") at line 183, column 29 (length: 4)
 551: IntLiteral(5) at line 183, column 34 (length: 1)
 552: Colon at line 183, column 35 (length: 1)
 553: KeywordChange at line 184, column 5 (length: 6)
 554: Identifier("count2") at line 184, column 12 (length: 6)
 555: KeywordTo at line 184, column 19 (length: 2)
 556: Identifier("count2") at line 184, column 22 (length: 6)
 557: KeywordPlus at line 184, column 29 (length: 4)
 558: IntLiteral(1) at line 184, column 34 (length: 1)
 559: KeywordCheck at line 186, column 5 (length: 5)
 560: KeywordIf at line 186, column 11 (length: 2)
 561: LeftParen at line 186, column 14 (length: 1)
 562: Identifier("count2") at line 186, column 15 (length: 6)
 563: KeywordDividedBy at line 186, column 22 (length: 10)
 564: IntLiteral(2) at line 186, column 33 (length: 1)
 565: RightParen at line 186, column 34 (length: 1)
 566: KeywordTimes at line 186, column 36 (length: 5)
 567: IntLiteral(2) at line 186, column 42 (length: 1)
 568: KeywordIs at line 186, column 44 (length: 2)
 569: KeywordEqual at line 186, column 47 (length: 5)
 570: KeywordTo at line 186, column 53 (length: 2)
 571: Identifier("count2") at line 186, column 56 (length: 6)
 572: Colon at line 186, column 62 (length: 1)
 573: KeywordSkip at line 187, column 9 (length: 4)
 574: KeywordEnd at line 188, column 5 (length: 3)
 575: KeywordCheck at line 188, column 9 (length: 5)
 576: KeywordChange at line 189, column 5 (length: 6)
 577: Identifier("total_odds") at line 189, column 12 (length: 10)
 578: KeywordTo at line 189, column 23 (length: 2)
 579: Identifier("total_odds") at line 189, column 26 (length: 10)
 580: KeywordPlus at line 189, column 37 (length: 4)
 581: Identifier("count2") at line 189, column 42 (length: 6)
 582: KeywordEnd at line 190, column 1 (length: 3)
 583: KeywordRepeat at line 190, column 5 (length: 6)
 584: KeywordCheck at line 192, column 1 (length: 5)
 585: KeywordIf at line 192, column 7 (length: 2)
 586: Identifier("total_odds") at line 192, column 10 (length: 10)
 587: KeywordIs at line 192, column 21 (length: 2)
 588: KeywordEqual at line 192, column 24 (length: 5)
 589: KeywordTo at line 192, column 30 (length: 2)
 590: IntLiteral(9) at line 192, column 33 (length: 1)
 591: Colon at line 192, column 34 (length: 1)
 592: Identifier("log_message") at line 193, column 5 (length: 11)
 593: KeywordWith at line 193, column 17 (length: 4)
 594: StringLiteral("Loop continue/skip test (sum of odds 1-5): PASS") at line 193, column 22 (length: 49)
 595: KeywordOtherwise at line 194, column 1 (length: 9)
 596: Colon at line 194, column 10 (length: 1)
 597: Identifier("log_message") at line 195, column 5 (length: 11)
 598: KeywordWith at line 195, column 17 (length: 4)
 599: StringLiteral("Loop continue/skip test (expected 9, got ") at line 195, column 22 (length: 43)
 600: KeywordWith at line 195, column 66 (length: 4)
 601: Identifier("total_odds") at line 195, column 71 (length: 10)
 602: KeywordWith at line 195, column 82 (length: 4)
 603: StringLiteral("): FAIL") at line 195, column 87 (length: 9)
 604: KeywordEnd at line 196, column 1 (length: 3)
 605: KeywordCheck at line 196, column 5 (length: 5)
 606: KeywordStore at line 199, column 1 (length: 5)
 607: Identifier("count3") at line 199, column 7 (length: 6)
 608: KeywordAs at line 199, column 14 (length: 2)
 609: IntLiteral(1) at line 199, column 17 (length: 1)
 610: KeywordStore at line 200, column 1 (length: 5)
 611: Identifier("sum_repeat") at line 200, column 7 (length: 10)
 612: KeywordAs at line 200, column 18 (length: 2)
 613: IntLiteral(0) at line 200, column 21 (length: 1)
 614: KeywordRepeat at line 201, column 1 (length: 6)
 615: Colon at line 201, column 7 (length: 1)
 616: KeywordChange at line 202, column 5 (length: 6)
 617: Identifier("sum_repeat") at line 202, column 12 (length: 10)
 618: KeywordTo at line 202, column 23 (length: 2)
 619: Identifier("sum_repeat") at line 202, column 26 (length: 10)
 620: KeywordPlus at line 202, column 37 (length: 4)
 621: Identifier("count3") at line 202, column 42 (length: 6)
 622: KeywordChange at line 203, column 5 (length: 6)
 623: Identifier("count3") at line 203, column 12 (length: 6)
 624: KeywordTo at line 203, column 19 (length: 2)
 625: Identifier("count3") at line 203, column 22 (length: 6)
 626: KeywordPlus at line 203, column 29 (length: 4)
 627: IntLiteral(1) at line 203, column 34 (length: 1)
 628: KeywordUntil at line 204, column 1 (length: 5)
 629: Identifier("count3") at line 204, column 7 (length: 6)
 630: KeywordIs at line 204, column 14 (length: 2)
 631: KeywordGreater at line 204, column 17 (length: 7)
 632: Identifier("than") at line 204, column 25 (length: 4)
 633: IntLiteral(5) at line 204, column 30 (length: 1)
 634: KeywordEnd at line 205, column 1 (length: 3)
 635: KeywordRepeat at line 205, column 5 (length: 6)
 636: KeywordCheck at line 207, column 1 (length: 5)
 637: KeywordIf at line 207, column 7 (length: 2)
 638: Identifier("sum_repeat") at line 207, column 10 (length: 10)
 639: KeywordIs at line 207, column 21 (length: 2)
 640: KeywordEqual at line 207, column 24 (length: 5)
 641: KeywordTo at line 207, column 30 (length: 2)
 642: IntLiteral(15) at line 207, column 33 (length: 2)
 643: Colon at line 207, column 35 (length: 1)
 644: Identifier("log_message") at line 208, column 5 (length: 11)
 645: KeywordWith at line 208, column 17 (length: 4)
 646: StringLiteral("Repeat-until loop test (1 to 5 sum): PASS") at line 208, column 22 (length: 43)
 647: KeywordOtherwise at line 209, column 1 (length: 9)
 648: Colon at line 209, column 10 (length: 1)
 649: Identifier("log_message") at line 210, column 5 (length: 11)
 650: KeywordWith at line 210, column 17 (length: 4)
 651: StringLiteral("Repeat-until loop test (expected 15, got ") at line 210, column 22 (length: 43)
 652: KeywordWith at line 210, column 66 (length: 4)
 653: Identifier("sum_repeat") at line 210, column 71 (length: 10)
 654: KeywordWith at line 210, column 82 (length: 4)
 655: StringLiteral("): FAIL") at line 210, column 87 (length: 9)
 656: KeywordEnd at line 211, column 1 (length: 3)
 657: KeywordCheck at line 211, column 5 (length: 5)
 658: KeywordStore at line 214, column 1 (length: 5)
 659: Identifier("k") at line 214, column 7 (length: 1)
 660: KeywordAs at line 214, column 9 (length: 2)
 661: IntLiteral(0) at line 214, column 12 (length: 1)
 662: KeywordRepeat at line 215, column 1 (length: 6)
 663: KeywordForever at line 215, column 8 (length: 7)
 664: Colon at line 215, column 15 (length: 1)
 665: KeywordChange at line 216, column 5 (length: 6)
 666: Identifier("k") at line 216, column 12 (length: 1)
 667: KeywordTo at line 216, column 14 (length: 2)
 668: Identifier("k") at line 216, column 17 (length: 1)
 669: KeywordPlus at line 216, column 19 (length: 4)
 670: IntLiteral(1) at line 216, column 24 (length: 1)
 671: KeywordCheck at line 217, column 5 (length: 5)
 672: KeywordIf at line 217, column 11 (length: 2)
 673: Identifier("k") at line 217, column 14 (length: 1)
 674: KeywordIs at line 217, column 16 (length: 2)
 675: KeywordEqual at line 217, column 19 (length: 5)
 676: KeywordTo at line 217, column 25 (length: 2)
 677: IntLiteral(5) at line 217, column 28 (length: 1)
 678: Colon at line 217, column 29 (length: 1)
 679: KeywordBreak at line 218, column 9 (length: 5)
 680: KeywordEnd at line 219, column 5 (length: 3)
 681: KeywordCheck at line 219, column 9 (length: 5)
 682: KeywordEnd at line 220, column 1 (length: 3)
 683: KeywordRepeat at line 220, column 5 (length: 6)
 684: KeywordCheck at line 221, column 1 (length: 5)
 685: KeywordIf at line 221, column 7 (length: 2)
 686: Identifier("k") at line 221, column 10 (length: 1)
 687: KeywordIs at line 221, column 12 (length: 2)
 688: KeywordEqual at line 221, column 15 (length: 5)
 689: KeywordTo at line 221, column 21 (length: 2)
 690: IntLiteral(5) at line 221, column 24 (length: 1)
 691: Colon at line 221, column 25 (length: 1)
 692: Identifier("log_message") at line 222, column 5 (length: 11)
 693: KeywordWith at line 222, column 17 (length: 4)
 694: StringLiteral("Forever loop with break test: PASS") at line 222, column 22 (length: 36)
 695: KeywordOtherwise at line 223, column 1 (length: 9)
 696: Colon at line 223, column 10 (length: 1)
 697: Identifier("log_message") at line 224, column 5 (length: 11)
 698: KeywordWith at line 224, column 17 (length: 4)
 699: StringLiteral("Forever loop with break test: FAIL (k = ") at line 224, column 22 (length: 42)
 700: KeywordWith at line 224, column 65 (length: 4)
 701: Identifier("k") at line 224, column 70 (length: 1)
 702: KeywordWith at line 224, column 72 (length: 4)
 703: StringLiteral(")") at line 224, column 77 (length: 3)
 704: KeywordEnd at line 225, column 1 (length: 3)
 705: KeywordCheck at line 225, column 5 (length: 5)
 706: KeywordStore at line 228, column 1 (length: 5)
 707: Identifier("break_outer_counter") at line 228, column 7 (length: 19)
 708: KeywordAs at line 228, column 27 (length: 2)
 709: IntLiteral(0) at line 228, column 30 (length: 1)
 710: KeywordCount at line 229, column 1 (length: 5)
 711: KeywordFrom at line 229, column 7 (length: 4)
 712: IntLiteral(1) at line 229, column 12 (length: 1)
 713: KeywordTo at line 229, column 14 (length: 2)
 714: IntLiteral(3) at line 229, column 17 (length: 1)
 715: Colon at line 229, column 18 (length: 1)
 716: KeywordCount at line 230, column 5 (length: 5)
 717: KeywordFrom at line 230, column 11 (length: 4)
 718: IntLiteral(1) at line 230, column 16 (length: 1)
 719: KeywordTo at line 230, column 18 (length: 2)
 720: IntLiteral(3) at line 230, column 21 (length: 1)
 721: Colon at line 230, column 22 (length: 1)
 722: KeywordCheck at line 231, column 9 (length: 5)
 723: KeywordIf at line 231, column 15 (length: 2)
 724: KeywordCount at line 231, column 18 (length: 5)
 725: KeywordIs at line 231, column 24 (length: 2)
 726: KeywordEqual at line 231, column 27 (length: 5)
 727: KeywordTo at line 231, column 33 (length: 2)
 728: IntLiteral(2) at line 231, column 36 (length: 1)
 729: Colon at line 231, column 37 (length: 1)
 730: KeywordBreak at line 232, column 13 (length: 5)
 731: KeywordEnd at line 233, column 9 (length: 3)
 732: KeywordCheck at line 233, column 13 (length: 5)
 733: KeywordEnd at line 234, column 5 (length: 3)
 734: KeywordCount at line 234, column 9 (length: 5)
 735: KeywordChange at line 235, column 5 (length: 6)
 736: Identifier("break_outer_counter") at line 235, column 12 (length: 19)
 737: KeywordTo at line 235, column 32 (length: 2)
 738: Identifier("break_outer_counter") at line 235, column 35 (length: 19)
 739: KeywordPlus at line 235, column 55 (length: 4)
 740: IntLiteral(1) at line 235, column 60 (length: 1)
 741: KeywordEnd at line 236, column 1 (length: 3)
 742: KeywordCount at line 236, column 5 (length: 5)
 743: KeywordCheck at line 238, column 1 (length: 5)
 744: KeywordIf at line 238, column 7 (length: 2)
 745: Identifier("break_outer_counter") at line 238, column 10 (length: 19)
 746: KeywordIs at line 238, column 30 (length: 2)
 747: KeywordEqual at line 238, column 33 (length: 5)
 748: KeywordTo at line 238, column 39 (length: 2)
 749: IntLiteral(3) at line 238, column 42 (length: 1)
 750: Colon at line 238, column 43 (length: 1)
 751: Identifier("log_message") at line 239, column 5 (length: 11)
 752: KeywordWith at line 239, column 17 (length: 4)
 753: StringLiteral("Nested loop 'break' test: PASS") at line 239, column 22 (length: 32)
 754: KeywordOtherwise at line 240, column 1 (length: 9)
 755: Colon at line 240, column 10 (length: 1)
 756: Identifier("log_message") at line 241, column 5 (length: 11)
 757: KeywordWith at line 241, column 17 (length: 4)
 758: StringLiteral("Nested loop 'break' test: FAIL (outer iterations = ") at line 241, column 22 (length: 53)
 759: KeywordWith at line 241, column 76 (length: 4)
 760: Identifier("break_outer_counter") at line 241, column 81 (length: 19)
 761: KeywordWith at line 241, column 101 (length: 4)
 762: StringLiteral(")") at line 241, column 106 (length: 3)
 763: KeywordEnd at line 242, column 1 (length: 3)
 764: KeywordCheck at line 242, column 5 (length: 5)
 765: KeywordStore at line 244, column 1 (length: 5)
 766: Identifier("exit_outer_counter") at line 244, column 7 (length: 18)
 767: KeywordAs at line 244, column 26 (length: 2)
 768: IntLiteral(0) at line 244, column 29 (length: 1)
 769: KeywordCount at line 245, column 1 (length: 5)
 770: KeywordFrom at line 245, column 7 (length: 4)
 771: IntLiteral(1) at line 245, column 12 (length: 1)
 772: KeywordTo at line 245, column 14 (length: 2)
 773: IntLiteral(3) at line 245, column 17 (length: 1)
 774: Colon at line 245, column 18 (length: 1)
 775: KeywordCount at line 246, column 5 (length: 5)
 776: KeywordFrom at line 246, column 11 (length: 4)
 777: IntLiteral(1) at line 246, column 16 (length: 1)
 778: KeywordTo at line 246, column 18 (length: 2)
 779: IntLiteral(3) at line 246, column 21 (length: 1)
 780: Colon at line 246, column 22 (length: 1)
 781: KeywordCheck at line 247, column 9 (length: 5)
 782: KeywordIf at line 247, column 15 (length: 2)
 783: KeywordCount at line 247, column 18 (length: 5)
 784: KeywordIs at line 247, column 24 (length: 2)
 785: KeywordEqual at line 247, column 27 (length: 5)
 786: KeywordTo at line 247, column 33 (length: 2)
 787: IntLiteral(2) at line 247, column 36 (length: 1)
 788: Colon at line 247, column 37 (length: 1)
 789: KeywordExit at line 248, column 13 (length: 4)
 790: KeywordLoop at line 248, column 18 (length: 4)
 791: KeywordEnd at line 249, column 9 (length: 3)
 792: KeywordCheck at line 249, column 13 (length: 5)
 793: KeywordEnd at line 250, column 5 (length: 3)
 794: KeywordCount at line 250, column 9 (length: 5)
 795: KeywordChange at line 252, column 5 (length: 6)
 796: Identifier("exit_outer_counter") at line 252, column 12 (length: 18)
 797: KeywordTo at line 252, column 31 (length: 2)
 798: Identifier("exit_outer_counter") at line 252, column 34 (length: 18)
 799: KeywordPlus at line 252, column 53 (length: 4)
 800: IntLiteral(1) at line 252, column 58 (length: 1)
 801: KeywordEnd at line 253, column 1 (length: 3)
 802: KeywordCount at line 253, column 5 (length: 5)
 803: KeywordCheck at line 255, column 1 (length: 5)
 804: KeywordIf at line 255, column 7 (length: 2)
 805: Identifier("exit_outer_counter") at line 255, column 10 (length: 18)
 806: KeywordIs at line 255, column 29 (length: 2)
 807: KeywordEqual at line 255, column 32 (length: 5)
 808: KeywordTo at line 255, column 38 (length: 2)
 809: IntLiteral(1) at line 255, column 41 (length: 1)
 810: Colon at line 255, column 42 (length: 1)
 811: Identifier("log_message") at line 256, column 5 (length: 11)
 812: KeywordWith at line 256, column 17 (length: 4)
 813: StringLiteral("Nested loop 'exit' test: PASS") at line 256, column 22 (length: 31)
 814: KeywordOtherwise at line 257, column 1 (length: 9)
 815: Colon at line 257, column 10 (length: 1)
 816: Identifier("log_message") at line 258, column 5 (length: 11)
 817: KeywordWith at line 258, column 17 (length: 4)
 818: StringLiteral("Nested loop 'exit' test: FAIL (outer iterations = ") at line 258, column 22 (length: 52)
 819: KeywordWith at line 258, column 75 (length: 4)
 820: Identifier("exit_outer_counter") at line 258, column 80 (length: 18)
 821: KeywordWith at line 258, column 99 (length: 4)
 822: StringLiteral(")") at line 258, column 104 (length: 3)
 823: KeywordEnd at line 259, column 1 (length: 3)
 824: KeywordCheck at line 259, column 5 (length: 5)
 825: Identifier("log_message") at line 261, column 1 (length: 11)
 826: KeywordWith at line 261, column 13 (length: 4)
 827: StringLiteral("Loop Tests completed.") at line 261, column 18 (length: 23)
 828: Identifier("log_message") at line 266, column 1 (length: 11)
 829: KeywordWith at line 266, column 13 (length: 4)
 830: StringLiteral("Starting Action/Function Tests...") at line 266, column 18 (length: 35)
 831: KeywordDefine at line 271, column 1 (length: 6)
 832: KeywordAction at line 271, column 8 (length: 6)
 833: KeywordCalled at line 271, column 15 (length: 6)
 834: Identifier("greet") at line 271, column 22 (length: 5)
 835: Colon at line 271, column 27 (length: 1)
 836: KeywordDisplay at line 273, column 5 (length: 7)
 837: StringLiteral("Hello, World from WFL!") at line 273, column 13 (length: 24)
 838: KeywordEnd at line 274, column 1 (length: 3)
 839: KeywordAction at line 274, column 5 (length: 6)
 840: KeywordDefine at line 277, column 1 (length: 6)
 841: KeywordAction at line 277, column 8 (length: 6)
 842: KeywordCalled at line 277, column 15 (length: 6)
 843: Identifier("square") at line 277, column 22 (length: 6)
 844: KeywordNeeds at line 277, column 29 (length: 5)
 845: Identifier("value") at line 277, column 35 (length: 5)
 846: Colon at line 277, column 40 (length: 1)
 847: KeywordGive at line 278, column 5 (length: 4)
 848: KeywordBack at line 278, column 10 (length: 4)
 849: Identifier("value") at line 278, column 15 (length: 5)
 850: KeywordTimes at line 278, column 21 (length: 5)
 851: Identifier("value") at line 278, column 27 (length: 5)
 852: KeywordEnd at line 279, column 1 (length: 3)
 853: KeywordAction at line 279, column 5 (length: 6)
 854: KeywordDefine at line 282, column 1 (length: 6)
 855: KeywordAction at line 282, column 8 (length: 6)
 856: KeywordCalled at line 282, column 15 (length: 6)
 857: Identifier("add") at line 282, column 22 (length: 3)
 858: KeywordNeeds at line 282, column 26 (length: 5)
 859: Identifier("p") at line 282, column 32 (length: 1)
 860: KeywordAnd at line 282, column 34 (length: 3)
 861: Identifier("q") at line 282, column 38 (length: 1)
 862: Colon at line 282, column 39 (length: 1)
 863: KeywordGive at line 283, column 5 (length: 4)
 864: KeywordBack at line 283, column 10 (length: 4)
 865: Identifier("p") at line 283, column 15 (length: 1)
 866: KeywordPlus at line 283, column 17 (length: 4)
 867: Identifier("q") at line 283, column 22 (length: 1)
 868: KeywordEnd at line 284, column 1 (length: 3)
 869: KeywordAction at line 284, column 5 (length: 6)
 870: KeywordDefine at line 287, column 1 (length: 6)
 871: KeywordAction at line 287, column 8 (length: 6)
 872: KeywordCalled at line 287, column 15 (length: 6)
 873: Identifier("factorial") at line 287, column 22 (length: 9)
 874: KeywordNeeds at line 287, column 32 (length: 5)
 875: Identifier("n") at line 287, column 38 (length: 1)
 876: Colon at line 287, column 39 (length: 1)
 877: KeywordCheck at line 288, column 5 (length: 5)
 878: KeywordIf at line 288, column 11 (length: 2)
 879: Identifier("n") at line 288, column 14 (length: 1)
 880: KeywordIs at line 288, column 16 (length: 2)
 881: KeywordEqual at line 288, column 19 (length: 5)
 882: KeywordTo at line 288, column 25 (length: 2)
 883: IntLiteral(0) at line 288, column 28 (length: 1)
 884: Colon at line 288, column 29 (length: 1)
 885: KeywordGive at line 289, column 9 (length: 4)
 886: KeywordBack at line 289, column 14 (length: 4)
 887: IntLiteral(1) at line 289, column 19 (length: 1)
 888: KeywordOtherwise at line 290, column 5 (length: 9)
 889: Colon at line 290, column 14 (length: 1)
 890: KeywordGive at line 292, column 9 (length: 4)
 891: KeywordBack at line 292, column 14 (length: 4)
 892: Identifier("n") at line 292, column 19 (length: 1)
 893: KeywordTimes at line 292, column 21 (length: 5)
 894: Identifier("factorial") at line 292, column 27 (length: 9)
 895: KeywordWith at line 292, column 37 (length: 4)
 896: Identifier("n") at line 292, column 42 (length: 1)
 897: KeywordMinus at line 292, column 44 (length: 5)
 898: IntLiteral(1) at line 292, column 50 (length: 1)
 899: KeywordEnd at line 293, column 5 (length: 3)
 900: KeywordCheck at line 293, column 9 (length: 5)
 901: KeywordEnd at line 294, column 1 (length: 3)
 902: KeywordAction at line 294, column 5 (length: 6)
 903: KeywordDefine at line 297, column 1 (length: 6)
 904: KeywordAction at line 297, column 8 (length: 6)
 905: KeywordCalled at line 297, column 15 (length: 6)
 906: Identifier("faulty") at line 297, column 22 (length: 6)
 907: Colon at line 297, column 28 (length: 1)
 908: KeywordStore at line 299, column 5 (length: 5)
 909: Identifier("u") at line 299, column 11 (length: 1)
 910: KeywordAs at line 299, column 13 (length: 2)
 911: IntLiteral(1) at line 299, column 16 (length: 1)
 912: KeywordStore at line 300, column 5 (length: 5)
 913: Identifier("v") at line 300, column 11 (length: 1)
 914: KeywordAs at line 300, column 13 (length: 2)
 915: IntLiteral(0) at line 300, column 16 (length: 1)
 916: KeywordStore at line 301, column 5 (length: 5)
 917: Identifier("w") at line 301, column 11 (length: 1)
 918: KeywordAs at line 301, column 13 (length: 2)
 919: Identifier("u") at line 301, column 16 (length: 1)
 920: KeywordDividedBy at line 301, column 18 (length: 10)
 921: Identifier("v") at line 301, column 29 (length: 1)
 922: KeywordGive at line 302, column 5 (length: 4)
 923: KeywordBack at line 302, column 10 (length: 4)
 924: Identifier("w") at line 302, column 15 (length: 1)
 925: KeywordEnd at line 303, column 1 (length: 3)
 926: KeywordAction at line 303, column 5 (length: 6)
 927: Identifier("greet") at line 308, column 1 (length: 5)
 928: KeywordStore at line 311, column 1 (length: 5)
 929: Identifier("sq_result") at line 311, column 7 (length: 9)
 930: KeywordAs at line 311, column 17 (length: 2)
 931: Identifier("square") at line 311, column 20 (length: 6)
 932: KeywordWith at line 311, column 27 (length: 4)
 933: IntLiteral(4) at line 311, column 32 (length: 1)
 934: KeywordCheck at line 312, column 1 (length: 5)
 935: KeywordIf at line 312, column 7 (length: 2)
 936: Identifier("sq_result") at line 312, column 10 (length: 9)
 937: KeywordIs at line 312, column 20 (length: 2)
 938: KeywordEqual at line 312, column 23 (length: 5)
 939: KeywordTo at line 312, column 29 (length: 2)
 940: IntLiteral(16) at line 312, column 32 (length: 2)
 941: Colon at line 312, column 34 (length: 1)
 942: Identifier("log_message") at line 313, column 5 (length: 11)
 943: KeywordWith at line 313, column 17 (length: 4)
 944: StringLiteral("Action test (square 4 -> 16): PASS") at line 313, column 22 (length: 36)
 945: KeywordOtherwise at line 314, column 1 (length: 9)
 946: Colon at line 314, column 10 (length: 1)
 947: Identifier("log_message") at line 315, column 5 (length: 11)
 948: KeywordWith at line 315, column 17 (length: 4)
 949: StringLiteral("Action test (square) FAIL (expected 16, got ") at line 315, column 22 (length: 46)
 950: KeywordWith at line 315, column 69 (length: 4)
 951: Identifier("sq_result") at line 315, column 74 (length: 9)
 952: KeywordWith at line 315, column 84 (length: 4)
 953: StringLiteral(")") at line 315, column 89 (length: 3)
 954: KeywordEnd at line 316, column 1 (length: 3)
 955: KeywordCheck at line 316, column 5 (length: 5)
 956: KeywordStore at line 319, column 1 (length: 5)
 957: Identifier("add_result2") at line 319, column 7 (length: 11)
 958: KeywordAs at line 319, column 19 (length: 2)
 959: Identifier("add") at line 319, column 22 (length: 3)
 960: KeywordWith at line 319, column 26 (length: 4)
 961: IntLiteral(10) at line 319, column 31 (length: 2)
 962: KeywordAnd at line 319, column 34 (length: 3)
 963: IntLiteral(15) at line 319, column 38 (length: 2)
 964: KeywordCheck at line 320, column 1 (length: 5)
 965: KeywordIf at line 320, column 7 (length: 2)
 966: Identifier("add_result2") at line 320, column 10 (length: 11)
 967: KeywordIs at line 320, column 22 (length: 2)
 968: KeywordEqual at line 320, column 25 (length: 5)
 969: KeywordTo at line 320, column 31 (length: 2)
 970: IntLiteral(25) at line 320, column 34 (length: 2)
 971: Colon at line 320, column 36 (length: 1)
 972: Identifier("log_message") at line 321, column 5 (length: 11)
 973: KeywordWith at line 321, column 17 (length: 4)
 974: StringLiteral("Action test (add 10+15 -> 25): PASS") at line 321, column 22 (length: 37)
 975: KeywordOtherwise at line 322, column 1 (length: 9)
 976: Colon at line 322, column 10 (length: 1)
 977: Identifier("log_message") at line 323, column 5 (length: 11)
 978: KeywordWith at line 323, column 17 (length: 4)
 979: StringLiteral("Action test (add) FAIL (expected 25, got ") at line 323, column 22 (length: 43)
 980: KeywordWith at line 323, column 66 (length: 4)
 981: Identifier("add_result2") at line 323, column 71 (length: 11)
 982: KeywordWith at line 323, column 83 (length: 4)
 983: StringLiteral(")") at line 323, column 88 (length: 3)
 984: KeywordEnd at line 324, column 1 (length: 3)
 985: KeywordCheck at line 324, column 5 (length: 5)
 986: KeywordStore at line 327, column 1 (length: 5)
 987: Identifier("fact_result") at line 327, column 7 (length: 11)
 988: KeywordAs at line 327, column 19 (length: 2)
 989: Identifier("factorial") at line 327, column 22 (length: 9)
 990: KeywordWith at line 327, column 32 (length: 4)
 991: IntLiteral(5) at line 327, column 37 (length: 1)
 992: KeywordCheck at line 328, column 1 (length: 5)
 993: KeywordIf at line 328, column 7 (length: 2)
 994: Identifier("fact_result") at line 328, column 10 (length: 11)
 995: KeywordIs at line 328, column 22 (length: 2)
 996: KeywordEqual at line 328, column 25 (length: 5)
 997: KeywordTo at line 328, column 31 (length: 2)
 998: IntLiteral(120) at line 328, column 34 (length: 3)
 999: Colon at line 328, column 37 (length: 1)
1000: Identifier("log_message") at line 329, column 5 (length: 11)
1001: KeywordWith at line 329, column 17 (length: 4)
1002: StringLiteral("Action test (factorial 5 -> 120): PASS") at line 329, column 22 (length: 40)
1003: KeywordOtherwise at line 330, column 1 (length: 9)
1004: Colon at line 330, column 10 (length: 1)
1005: Identifier("log_message") at line 331, column 5 (length: 11)
1006: KeywordWith at line 331, column 17 (length: 4)
1007: StringLiteral("Action test (factorial) FAIL (expected 120, got ") at line 331, column 22 (length: 50)
1008: KeywordWith at line 331, column 73 (length: 4)
1009: Identifier("fact_result") at line 331, column 78 (length: 11)
1010: KeywordWith at line 331, column 90 (length: 4)
1011: StringLiteral(")") at line 331, column 95 (length: 3)
1012: KeywordEnd at line 332, column 1 (length: 3)
1013: KeywordCheck at line 332, column 5 (length: 5)
1014: KeywordTry at line 335, column 1 (length: 3)
1015: Colon at line 335, column 4 (length: 1)
1016: KeywordStore at line 337, column 5 (length: 5)
1017: Identifier("res") at line 337, column 11 (length: 3)
1018: KeywordAs at line 337, column 15 (length: 2)
1019: Identifier("faulty log_message") at line 337, column 18 (length: 18)
1020: KeywordWith at line 339, column 17 (length: 4)
1021: StringLiteral("Error handling test: FAIL (no error from faulty action)") at line 339, column 22 (length: 57)
1022: KeywordWhen at line 340, column 1 (length: 4)
1023: KeywordError at line 340, column 6 (length: 5)
1024: Colon at line 340, column 11 (length: 1)
1025: KeywordDisplay at line 342, column 5 (length: 7)
1026: StringLiteral("Caught expected error: ") at line 342, column 13 (length: 25)
1027: KeywordWith at line 342, column 39 (length: 4)
1028: KeywordError at line 342, column 44 (length: 5)
1029: Identifier("log_message") at line 343, column 5 (length: 11)
1030: KeywordWith at line 343, column 17 (length: 4)
1031: StringLiteral("Error handling test: PASS (caught error: ") at line 343, column 22 (length: 43)
1032: KeywordWith at line 343, column 66 (length: 4)
1033: KeywordError at line 343, column 71 (length: 5)
